"29";"2009";"C29-09";"AE004";"DIRECCIÓN NACIONAL DEL SERVICIO CIVIL";" ";"26-05-2009";"2";"CPLT - Morandé";"1";"Amparo";"22-04-2009";"20-05-2009";"13";"Envío de notificación a intervinientes";" "
"30";"2009";"C30-09";"AO000";"MINISTERIO DE SALUD";" ";"19-05-2009";"2";"CPLT - Morandé";"1";"Amparo";"17-07-2008";"22-12-2008";"6";"Formulación de descargos";" "
"31";"2009";"C31-09";"AL009";"SUPERINTENDENCIA DE SEGURIDAD SOCIAL";" ";"28-05-2009";"2";"CPLT - Morandé";"1";"Amparo";"28-11-2008";" ";"3";"Declaración de inadmisibilidad del caso";" "
"32";"2009";"C32-09";"AG000";"MINISTERIO SECRETARÍA GENERAL DE GOBIERNO";" ";"28-05-2009";"2";"CPLT - Morandé";"1";"Amparo";"22-04-2009";"20-05-2009";"13";"Envío de notificación a intervinientes";" "
"33";"2009";"C33-09";"AQ000";"MINISTERIO DE BIENES NACIONALES";" ";"28-05-2009";"2";"CPLT - Morandé";"1";"Amparo";"08-05-2009";"13-05-2009";"13";"Envío de notificación a intervinientes";" "
"34";"2009";"C34-09";" ";"SEREMI DE SALUD REGIÓN DE AYSÉN";" ";"28-05-2009";"2";"CPLT - Morandé";"1";"Amparo";"05-05-2009";"22-05-2009";"13";"Envío de notificación a intervinientes";" "
"35";"2009";"C35-09";"AE004";"DIRECCIÓN NACIONAL DEL SERVICIO CIVIL";" ";"28-05-2009";"2";"CPLT - Morandé";"1";"Amparo";" ";"06-05-2009";"13";"Envío de notificación a intervinientes";" "
"36";"2009";"C36-09";"AD015";"CAJA DE PREVISIÓN DE LA DEFENSA NACIONAL (CAPREDENA)";" ";"29-05-2009";"2";"CPLT - Morandé";"1";"Amparo";"23-04-2009";" ";"13";"Envío de notificación a intervinientes";" "
"37";"2009";"C37-09";"AE007";"SERVICIO NACIONAL DE ADUANAS";" ";"29-05-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"08-05-2009";"13";"Envío de notificación a intervinientes";" "
"38";"2009";"C38-09";" ";"SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES REGIÓN DE AYSÉN";" ";"01-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"08-05-2009";"25-05-2009";"13";"Envío de notificación a intervinientes";" "
"39";"2009";"C39-09";" ";"SEREMI DE AGRICULTURA REGIÓN DE AYSÉN";" ";"01-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"08-05-2009";"25-05-2009";"13";"Envío de notificación a intervinientes";" "
"40";"2009";"C40-09";"AD014";"DIRECCIÓN GENERAL DEL TERRITORIO MARÍTIMO Y DE MARINA MERCANTE (DIRECTEMAR)";" ";"01-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"20-04-2009";" ";"13";"Envío de notificación a intervinientes";" "
"41";"2009";"C41-09";"AL003";"DIRECCIÓN DEL TRABAJO";" ";"01-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"24-04-2009";"20-05-2009";"13";"Envío de notificación a intervinientes";" "
"42";"2009";"C42-09";"AL000";"MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL";" ";"02-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"16-05-2009";"3";"Declaración de inadmisibilidad del caso";" "
"43";"2009";"C43-09";"AI000";"MINISTERIO DE DESARROLLO SOCIAL";" ";"02-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"20-05-2009";"13";"Envío de notificación a intervinientes";" "
"44";"2009";"C44-09";"AN002";"SUBSECRETARÍA DE TELECOMUNICACIONES";" ";"02-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"20-05-2009";"13";"Envío de notificación a intervinientes";" "
"45";"2009";"C45-09";"AD009";"CARABINEROS DE CHILE";" ";"02-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"01-06-2009";"13";"Envío de notificación a intervinientes";" "
"46";"2009";"C46-09";"AT001";"SERVICIO NACIONAL DE LA MUJER (SERNAM)";" ";"02-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"19-05-2009";"13";"Envío de notificación a intervinientes";" "
"47";"2009";"C47-09";"MU341";"MUNICIPALIDAD DE VITACURA";" ";"02-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"08-05-2009";"18-05-2009";"13";"Envío de notificación a intervinientes";" "
"48";"2009";"C48-09";"AG000";"MINISTERIO SECRETARÍA GENERAL DE GOBIERNO";" ";"02-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"19-05-2009";"13";"Envío de notificación a intervinientes";" "
"49";"2009";"C49-09";"AJ008";"COMISIÓN NACIONAL DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA (CONICYT)";" ";"02-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"21-04-2009";"15-05-2009";"13";"Envío de notificación a intervinientes";" "
"50";"2009";"C50-09";"AO000";"MINISTERIO DE SALUD";" ";"02-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"30-04-2009";"04-06-2009";"13";"Envío de notificación a intervinientes";" "
"51";"2009";"C51-09";"AL005";"INSTITUTO DE PREVISIÓN SOCIAL (IPS)";" ";"03-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";" ";"13";"Envío de notificación a intervinientes";" "
"52";"2009";"C52-09";" ";"DIRECCIÓN GENERAL DE AGUAS REGIÓN DE AYSÉN";" ";"03-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"08-05-2009";"27-05-2009";"13";"Envío de notificación a intervinientes";" "
"53";"2009";"C53-09";"AL003";"DIRECCIÓN DEL TRABAJO";" ";"03-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"03-05-2009";"27-05-2009";"13";"Envío de notificación a intervinientes";" "
"54";"2009";"C54-09";"AE006";"SERVICIO DE IMPUESTOS INTERNOS (SII)";" ";"03-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"21-04-2009";"25-05-2009";"13";"Envío de notificación a intervinientes";" "
"55";"2009";"C55-09";"AL008";"SUPERINTENDENCIA DE PENSIONES (SP)";" ";"03-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"12-05-2009";"27-05-2009";"3";"Declaración de inadmisibilidad del caso";" "
"56";"2009";"C56-09";"AM000";"MINISTERIO DE OBRAS PÚBLICAS";" ";"03-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"25-05-2009";"03-06-2009";"13";"Envío de notificación a intervinientes";" "
"57";"2009";"C57-09";"AJ057";"HOSPITAL JUAN NOÉ DE ARICA";" ";"03-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"30-04-2009";"02-06-2009";"13";"Envío de notificación a intervinientes";" "
"58";"2009";"C58-09";"AD009";"CARABINEROS DE CHILE";" ";"03-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"16-05-2009";"18-05-2009";"13";"Envío de notificación a intervinientes";" "
"59";"2009";"C59-09";"AR006";"SERVICIO AGRÍCOLA Y GANADERO (SAG)";" ";"04-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"18-05-2009";"13";"Envío de notificación a intervinientes";" "
"60";"2009";"C60-09";"MU113";"MUNICIPALIDAD DE ISLA DE MAIPO";" ";"04-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"27-04-2009";"22-05-2009";"13";"Envío de notificación a intervinientes";" "
"61";"2009";"C61-09";"AR006";"SERVICIO AGRÍCOLA Y GANADERO (SAG)";" ";"04-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"04-05-2009";"27-05-2009";"13";"Envío de notificación a intervinientes";" "
"62";"2009";"C62-09";"AR000";"MINISTERIO DE AGRICULTURA";" ";"04-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"29-04-2009";"18-05-2009";"13";"Envío de notificación a intervinientes";" "
"63";"2009";"C63-09";"AE007";"SERVICIO NACIONAL DE ADUANAS";" ";"04-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"13-05-2009";"13";"Envío de notificación a intervinientes";" "
"64";"2009";"C64-09";"AJ008";"COMISIÓN NACIONAL DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA (CONICYT)";" ";"04-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"28-05-2009";"13";"Envío de notificación a intervinientes";" "
"65";"2009";"C65-09";"MU222";"MUNICIPALIDAD DE PITRUFQUÉN";" ";"04-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"13-05-2009";"25-05-2009";"13";"Envío de notificación a intervinientes";" "
"66";"2009";"C66-09";"MU135";"MUNICIPALIDAD DE LAS CONDES";" ";"05-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"04-05-2009";" ";"13";"Envío de notificación a intervinientes";" "
"67";"2009";"C67-09";"AB000";"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA";" ";"05-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"04-05-2009";" ";"13";"Envío de notificación a intervinientes";" "
"68";"2009";"C68-09";"AP009";"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DEL MAULE";" ";"09-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"18-05-2009";"02-06-2009";"13";"Envío de notificación a intervinientes";" "
"69";"2009";"C69-09";"EP002";"BANCO DEL ESTADO DE CHILE";" ";"09-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"12-05-2009";" ";"3";"Declaración de inadmisibilidad del caso";" "
"70";"2009";"C70-09";" ";"CONTRALORÍA REGIONAL DE VALPARAÍSO";" ";"09-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"04-05-2009";"07-05-2009";"3";"Declaración de inadmisibilidad del caso";" "
"71";"2009";"C71-09";"UN012";"UNIVERSIDAD DE VALPARAÍSO";" ";"09-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"26-05-2009";"13";"Envío de notificación a intervinientes";" "
"72";"2009";"C72-09";" ";"CONTRALORÍA REGIONAL DEL MAULE";" ";"10-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"25-05-2009";"27-05-2009";"3";"Declaración de inadmisibilidad del caso";" "
"73";"2009";"C73-09";"MU228";"MUNICIPALIDAD DE PROVIDENCIA";" ";"10-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"08-05-2009";" ";"3";"Declaración de inadmisibilidad del caso";" "
"74";"2009";"C74-09";"AP000";"MINISTERIO DE VIVIENDA Y URBANISMO";" ";"10-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"05-05-2009";" ";"13";"Envío de notificación a intervinientes";" "
"75";"2009";"C75-09";" ";"SEREMI DE TRANSPORTES Y TELECOMUNICACIONES REGIÓN DE MAGALLANES Y ANTÁRTICA CHILENA";" ";"10-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"29-04-2009";" ";"13";"Envío de notificación a intervinientes";" "
"76";"2009";"C76-09";"AH006";"SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES (SEC)";" ";"10-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"03-04-2009";"27-05-2009";"3";"Declaración de inadmisibilidad del caso";" "
"77";"2009";"C77-09";" ";"SEREMI DE OBRAS PUBLICAS REGIÓN DE MAGALLANES Y ANTÁRTICA CHILENA";" ";"10-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"29-04-2009";"13-05-2009";"3";"Declaración de inadmisibilidad del caso";" "
"78";"2009";"C78-09";"AJ000";"MINISTERIO DE EDUCACION";" ";"10-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";"02-06-2009";"13";"Envío de notificación a intervinientes";" "
"79";"2009";"C79-09";"AN000";"MINISTERIO DE TRANSPORTES Y TELECOMUNICACIONES";" ";"10-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"27-04-2009";"26-05-2009";"13";"Envío de notificación a intervinientes";" "
"80";"2009";"C80-09";"AK002";"SERVICIO REGISTRO CIVIL E IDENTIFICACIÓN";" ";"11-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"07-05-2009";"27-05-2009";"13";"Envío de notificación a intervinientes";" "
"81";"2009";"C81-09";" ";" ";" ";"11-06-2009";"2";"CPLT - Morandé";"1";"Amparo";" ";" ";"7";"Respuesta del órgano requerido";" "
"82";"2009";"C82-09";"AD009";"CARABINEROS DE CHILE";" ";"11-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"23-04-2009";" ";"13";"Envío de notificación a intervinientes";" "
"83";"2009";"C83-09";"AQ000";"MINISTERIO DE BIENES NACIONALES";" ";"11-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"12-05-2009";"27-05-2009";"3";"Declaración de inadmisibilidad del caso";" "
"84";"2009";"C84-09";"AL005";"INSTITUTO DE PREVISIÓN SOCIAL (IPS)";" ";"11-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"12-05-2009";" ";"3";"Declaración de inadmisibilidad del caso";" "
"85";"2009";"C85-09";"AD009";"CARABINEROS DE CHILE";" ";"11-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"21-05-2009";" ";"3";"Declaración de inadmisibilidad del caso";" "
"86";"2009";"C86-09";"AD010";"POLICÍA DE INVESTIGACIONES DE CHILE";" ";"12-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"22-05-2009";"28-05-2009";"13";"Envío de notificación a intervinientes";" "
"87";"2009";"C87-09";"AB000";"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA";" ";"11-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-04-2009";" ";"13";"Envío de notificación a intervinientes";" "
"88";"2009";"C88-09";"AE000";"MINISTERIO DE HACIENDA";" ";"12-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"08-05-2009";"04-06-2009";"13";"Envío de notificación a intervinientes";" "
"89";"2009";"C89-09";"AE006";"SERVICIO DE IMPUESTOS INTERNOS (SII)";" ";"12-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"28-04-2009";"28-05-2009";"13";"Envío de notificación a intervinientes";" "
"90";"2009";"C90-09";"AE004";"DIRECCIÓN NACIONAL DEL SERVICIO CIVIL";" ";"12-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"30-04-2009";"29-05-2009";"13";"Envío de notificación a intervinientes";" "
"91";"2009";"C91-09";"AD004";"SUBSECRETARÍA DE CARABINEROS";" ";"12-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"30-04-2009";"26-05-2009";"13";"Envío de notificación a intervinientes";" "
"92";"2009";"C92-09";"AJ064";"HOSPITAL DE OVALLE DR. ANTONIO TIRADO LANAS";" ";"12-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"16-02-2009";" ";"3";"Declaración de inadmisibilidad del caso";" "
"93";"2009";"C93-09";"AH004";"CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN (CORFO)";" ";"15-06-2009";"2";"CPLT - Morandé";"1";"Amparo";" ";" ";"3";"Declaración de inadmisibilidad del caso";" "
"94";"2009";"C94-09";"MU057";"MUNICIPALIDAD DE COLINA";" ";"15-06-2009";"2";"CPLT - Morandé";"1";"Amparo";" ";" ";"13";"Envío de notificación a intervinientes";" "
"95";"2009";"C95-09";"MU315";"MUNICIPALIDAD DE TEMUCO";" ";"15-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"22-04-2009";"25-05-2009";"13";"Envío de notificación a intervinientes";" "
"96";"2009";"C96-09";"AE006";"SERVICIO DE IMPUESTOS INTERNOS (SII)";" ";"16-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"28-04-2009";"02-06-2009";"13";"Envío de notificación a intervinientes";" "
"97";"2009";"C97-09";"AM010";"DIRECCIÓN DE VIALIDAD DEL MINISTERIO DE OBRAS PÚBLICAS";" ";"16-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-05-2009";"16-06-2009";"13";"Envío de notificación a intervinientes";" "
"98";"2009";"C98-09";"NR002";"CONTRALORIA GENERAL DE LA REPUBLICA";" ";"16-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"23-04-2009";" ";"3";"Declaración de inadmisibilidad del caso";" "
"99";"2009";"C99-09";"MU332";"MUNICIPALIDAD DE VALPARAÍSO";" ";"16-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"07-05-2009";"10-06-2009";"13";"Envío de notificación a intervinientes";" "
"100";"2009";"C100-09";"AC000";"MINISTERIO DE RELACIONES EXTERIORES";" ";"16-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"14-05-2009";"25-09-2009";"3";"Declaración de inadmisibilidad del caso";" "
"101";"2009";"C101-09";"MU116";"MUNICIPALIDAD DE LA CALERA";" ";"17-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"23-04-2009";" ";"3";"Declaración de inadmisibilidad del caso";" "
"102";"2009";"C102-09";"AJ005";"DIRECCIÓN DE BIBLIOTECAS, ARCHIVOS Y MUSEOS (DIBAM)";" ";"17-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"08-05-2009";" ";"13";"Envío de notificación a intervinientes";" "
"103";"2009";"C103-09";"AO005";"INSTITUTO DE SALUD PÚBLICA DE CHILE (ISP)";" ";"17-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"23-04-2009";"22-05-2009";"13";"Envío de notificación a intervinientes";" "
"104";"2009";"C104-09";"AO005";"INSTITUTO DE SALUD PÚBLICA DE CHILE (ISP)";" ";"17-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"23-04-2009";"22-05-2009";"13";"Envío de notificación a intervinientes";" "
"105";"2009";"C105-09";"MU163";"MUNICIPALIDAD DE MAIPÚ";" ";"17-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"05-05-2009";"12-05-2009";"3";"Declaración de inadmisibilidad del caso";" "
"106";"2009";"C106-09";"EP002";"BANCO DEL ESTADO DE CHILE";" ";"17-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"08-05-2009";" ";"3";"Declaración de inadmisibilidad del caso";" "
"107";"2009";"C107-09";"AP013";"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DE AYSÉN";" ";"18-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"25-05-2009";"15-06-2009";"13";"Envío de notificación a intervinientes";" "
"108";"2009";"C108-09";"MU057";"MUNICIPALIDAD DE COLINA";" ";"17-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"28-04-2009";" ";"13";"Envío de notificación a intervinientes";" "
"109";"2009";"C109-09";"MU135";"MUNICIPALIDAD DE LAS CONDES";" ";"18-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"06-06-2009";"10-06-2009";"3";"Declaración de inadmisibilidad del caso";" "
"110";"2009";"C110-09";"AE006";"SERVICIO DE IMPUESTOS INTERNOS (SII)";" ";"18-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"11-05-2009";"05-06-2009";"13";"Envío de notificación a intervinientes";" "
"111";"2009";"C111-09";"AE006";"SERVICIO DE IMPUESTOS INTERNOS (SII)";" ";"18-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"11-05-2009";"01-06-2009";"13";"Envío de notificación a intervinientes";" "
"112";"2009";"C112-09";"AK006";"GENDARMERÍA DE CHILE";" ";"19-06-2009";"56";"GOBERNACIÓN PROVINCIAL DE SANTIAGO";"1";"Amparo";"08-05-2009";"08-06-2009";"3";"Declaración de inadmisibilidad del caso";" "
"113";"2009";"C113-09";"EP026";"TELEVISIÓN NACIONAL DE CHILE (TVN)";" ";"19-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"27-05-2009";"10-06-2009";"3";"Declaración de inadmisibilidad del caso";" "
"114";"2009";"C114-09";"AE007";"SERVICIO NACIONAL DE ADUANAS";" ";"19-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"12-05-2009";"12-06-2009";"13";"Envío de notificación a intervinientes";" "
"115";"2009";"C115-09";"MU228";"MUNICIPALIDAD DE PROVIDENCIA";" ";"10-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"08-05-2009";"15-06-2009";"13";"Envío de notificación a intervinientes";" "
"116";"2009";"C116-09";"MU265";"MUNICIPALIDAD DE RENCA";" ";"22-06-2009";"2";"CPLT - Morandé";"1";"Amparo";"20-05-2009";"17-06-2009";"13";"Envío de notificación a intervinientes";" "
